Stats	Level	HP	Attack	Defense	Sp. Attack	Sp. Defense	Speed
Max StatsBeneficial Nature	Lv. 100	326 - 420	291 - 394	214 - 317	181 - 284	192 - 295	229 - 333
Base Stats - Total: 390	Base Stats - Total: 390	135	85	40	40	85	5
Max StatsHindering Nature	Lv. 100	380 - 474	157 - 242	76 - 161	76 - 161	157 - 242	13 - 98
Max StatsNeutral Nature	Lv. 100	380 - 474	175 - 269	85 - 179	85 - 179	175 - 269	15 - 109
Max StatsBeneficial Nature	Lv. 100	380 - 474	192 - 295	93 - 196	93 - 196	192 - 295	16 - 119
Base Stats - Total: 285	Base Stats - Total: 285	40	70	40	35	40	60
Max StatsHindering Nature	Lv. 100	190 - 284	130 - 215	76 - 161	67 - 152	76 - 161	112 - 197
Max StatsNeutral Nature	Lv. 100	190 - 284	145 - 239	85 - 179	75 - 169	85 - 179	125 - 219
Max StatsBeneficial Nature	Lv. 100	190 - 284	159 - 262	93 - 196	82 - 185	93 - 196	137 - 240
Base Stats - Total: 525	Base Stats - Total: 525	70	110	70	115	70	90
Max StatsHindering Nature	Lv. 100	250 - 344	202 - 287	130 - 215	211 - 296	130 - 215	166 - 251
Max StatsNeutral Nature	Lv. 100	250 - 344	225 - 319	145 - 239	235 - 329	145 - 239	185 - 279
Max StatsBeneficial Nature	Lv. 100	250 - 344	247 - 350	159 - 262	258 - 361	159 - 262	203 - 306
Base Stats - Total: 330	Base Stats - Total: 330	68	72	78	38	42	32
Max StatsHindering Nature	Lv. 100	246 - 340	134 - 218	144 - 229	72 - 157	80 - 164	62 - 146
Max StatsNeutral Nature	Lv. 100	246 - 340	149 - 243	161 - 255	81 - 175	89 - 183	69 - 163
Max StatsBeneficial Nature	Lv. 100	246 - 340	163 - 267	177 - 280	89 - 192	97 - 201	75 - 179
Base Stats - Total: 525	Base Stats - Total: 525	108	112	118	68	72	47
Max StatsHindering Nature	Lv. 100	326 - 420	206 - 290	216 - 301	126 - 211	134 - 218	89 - 173
Max StatsNeutral Nature	Lv. 100	326 - 420	229 - 323	241 - 335	141 - 235	149 - 243	99 - 193
Max StatsBeneficial Nature	Lv. 100	326 - 420	251 - 355	265 - 368	155 - 258	163 - 267	108 - 212
Base Stats - Total: 330	Base Stats - Total: 330	40	50	90	30	55	65
Max StatsHindering Nature	Lv. 100	190 - 284	94 - 179	166 - 251	58 - 143	103 - 188	121 - 206
Max StatsNeutral Nature	Lv. 100	190 - 284	105 - 199	185 - 279	65 - 159	115 - 209	135 - 229
Max StatsBeneficial Nature	Lv. 100	190 - 284	115 - 218	203 - 306	71 - 174	126 - 229	148 - 251
Base Stats - Total: 500	Base Stats - Total: 500	70	90	110	60	75	95
Max StatsHindering Nature	Lv. 100	250 - 344	166 - 251	202 - 287	112 - 197	139 - 224	175 - 260
Max StatsNeutral Nature	Lv. 100	250 - 344	185 - 279	225 - 319	125 - 219	155 - 249	195 - 289
Max StatsBeneficial Nature	Lv. 100	250 - 344	203 - 306	247 - 350	137 - 240	170 - 273	214 - 317
Base Stats - Total: 300	Base Stats - Total: 300	48	61	40	61	40	50
Max StatsHindering Nature	Lv. 100	206 - 300	114 - 198	76 - 161	114 - 198	76 - 161	94 - 179
Max StatsNeutral Nature	Lv. 100	206 - 300	127 - 221	85 - 179	127 - 221	85 - 179	105 - 199
Max StatsBeneficial Nature	Lv. 100	206 - 300	139 - 243	93 - 196	139 - 243	93 - 196	115 - 218
Base Stats - Total: 490	Base Stats - Total: 490	83	106	65	86	65	85
Max StatsHindering Nature	Lv. 100	276 - 370	195 - 279	121 - 206	159 - 243	121 - 206	157 - 242
Max StatsNeutral Nature	Lv. 100	276 - 370	217 - 311	135 - 229	177 - 271	135 - 229	175 - 269
Max StatsBeneficial Nature	Lv. 100	276 - 370	238 - 342	148 - 251	194 - 298	148 - 251	192 - 295
Base Stats - Total: 454	Base Stats - Total: 454	74	100	72	90	72	46
Max StatsHindering Nature	Lv. 100	258 - 352	184 - 269	134 - 218	166 - 251	134 - 218	87 - 171
Max StatsNeutral Nature	Lv. 100	258 - 352	205 - 299	149 - 243	185 - 279	149 - 243	97 - 191
Max StatsBeneficial Nature	Lv. 100	258 - 352	225 - 328	163 - 267	203 - 306	163 - 267	106 - 210
Base Stats - Total: 330	Base Stats - Total: 330	49	49	56	49	61	66
Max StatsHindering Nature	Lv. 100	208 - 302	92 - 177	105 - 189	92 - 177	114 - 198	123 - 207
Max StatsNeutral Nature	Lv. 100	208 - 302	103 - 197	117 - 211	103 - 197	127 - 221	137 - 231
Max StatsBeneficial Nature	Lv. 100	208 - 302	113 - 216	128 - 232	113 - 216	139 - 243	150 - 254
Base Stats - Total: 460	Base Stats - Total: 460	69	69	76	69	86	91
Max StatsHindering Nature	Lv. 100	248 - 342	128 - 213	141 - 225	128 - 213	159 - 243	168 - 252
Max StatsNeutral Nature	Lv. 100	248 - 342	143 - 237	157 - 251	143 - 237	177 - 271	187 - 281
Max StatsBeneficial Nature	Lv. 100	248 - 342	157 - 260	172 - 276	157 - 260	194 - 298	205 - 309
Base Stats - Total: 345	Base Stats - Total: 345	45	20	50	60	120	50
Max StatsHindering Nature	Lv. 100	200 - 294	40 - 125	94 - 179	112 - 197	220 - 305	94 - 179
Max StatsNeutral Nature	Lv. 100	200 - 294	45 - 139	105 - 199	125 - 219	245 - 339	105 - 199
Max StatsBeneficial Nature	Lv. 100	200 - 294	49 - 152	115 - 218	137 - 240	269 - 372	115 - 218
Base Stats - Total: 334	Base Stats - Total: 334	60	62	50	62	60	40
Max StatsHindering Nature	Lv. 100	230 - 324	116 - 200	94 - 179	116 - 200	112 - 197	76 - 161
Max StatsNeutral Nature	Lv. 100	230 - 324	129 - 223	105 - 199	129 - 223	125 - 219	85 - 179
Max StatsBeneficial Nature	Lv. 100	230 - 324	141 - 245	115 - 218	141 - 245	137 - 240	93 - 196
Base Stats - Total: 494	Base Stats - Total: 494	90	92	75	92	85	60
Max StatsHindering Nature	Lv. 100	290 - 384	170 - 254	139 - 224	170 - 254	157 - 242	112 - 197
Max StatsNeutral Nature	Lv. 100	290 - 384	189 - 283	155 - 249	189 - 283	175 - 269	125 - 219
Max StatsBeneficial Nature	Lv. 100	290 - 384	207 - 311	170 - 273	207 - 311	192 - 295	137 - 240
Base Stats - Total: 510	Base Stats - Total: 510	70	120	65	45	85	125
Max StatsHindering Nature	Lv. 100	250 - 344	220 - 305	121 - 206	85 - 170	157 - 242	229 - 314
Max StatsNeutral Nature	Lv. 100	250 - 344	245 - 339	135 - 229	95 - 189	175 - 269	255 - 349
Max StatsBeneficial Nature	Lv. 100	250 - 344	269 - 372	148 - 251	104 - 207	192 - 295	280 - 383
Base Stats - Total: 535	Base Stats - Total: 535	70	70	115	130	90	60
Max StatsHindering Nature	Lv. 100	250 - 344	130 - 215	211 - 296	238 - 323	166 - 251	112 - 197
Max StatsNeutral Nature	Lv. 100	250 - 344	145 - 239	235 - 329	265 - 359	185 - 279	125 - 219
Max StatsBeneficial Nature	Lv. 100	250 - 344	159 - 262	258 - 361	291 - 394	203 - 306	137 - 240
Base Stats - Total: 515	Base Stats - Total: 515	110	85	95	80	95	50
Max StatsHindering Nature	Lv. 100	330 - 424	157 - 242	175 - 260	148 - 233	175 - 260	94 - 179
Max StatsNeutral Nature	Lv. 100	330 - 424	175 - 269	195 - 289	165 - 259	195 - 289	105 - 199
Max StatsBeneficial Nature	Lv. 100	330 - 424	192 - 295	214 - 317	181 - 284	214 - 317	115 - 218
Base Stats - Total: 535	Base Stats - Total: 535	115	140	130	55	55	40
Max StatsHindering Nature	Lv. 100	340 - 434	256 - 341	238 - 323	103 - 188	103 - 188	76 - 161
Max StatsNeutral Nature	Lv. 100	340 - 434	285 - 379	265 - 359	115 - 209	115 - 209	85 - 179
Max StatsBeneficial Nature	Lv. 100	340 - 434	313 - 416	291 - 394	126 - 229	126 - 229	93 - 196
Base Stats - Total: 535	Base Stats - Total: 535	100	100	125	110	50	50
Max StatsHindering Nature	Lv. 100	310 - 404	184 - 269	229 - 314	202 - 287	94 - 179	94 - 179
Max StatsNeutral Nature	Lv. 100	310 - 404	205 - 299	255 - 349	225 - 319	105 - 199	105 - 199
Max StatsBeneficial Nature	Lv. 100	310 - 404	225 - 328	280 - 383	247 - 350	115 - 218	115 - 218
Base Stats - Total: 540	Base Stats - Total: 540	75	123	67	95	85	95
Max StatsHindering Nature	Lv. 100	260 - 354	225 - 310	125 - 209	175 - 260	157 - 242	175 - 260
Max StatsNeutral Nature	Lv. 100	260 - 354	251 - 345	139 - 233	195 - 289	175 - 269	195 - 289
Max StatsBeneficial Nature	Lv. 100	260 - 354	276 - 379	152 - 256	214 - 317	192 - 295	214 - 317
Base Stats - Total: 540	Base Stats - Total: 540	75	95	67	125	95	83
Max StatsHindering Nature	Lv. 100	260 - 354	175 - 260	125 - 209	229 - 314	175 - 260	153 - 238
Max StatsNeutral Nature	Lv. 100	260 - 354	195 - 289	139 - 233	255 - 349	195 - 289	171 - 265
Max StatsBeneficial Nature	Lv. 100	260 - 354	214 - 317	152 - 256	280 - 383	214 - 317	188 - 291
Base Stats - Total: 545	Base Stats - Total: 545	85	50	95	120	115	80
Max StatsHindering Nature	Lv. 100	280 - 374	94 - 179	175 - 260	220 - 305	211 - 296	148 - 233
Max StatsNeutral Nature	Lv. 100	280 - 374	105 - 199	195 - 289	245 - 339	235 - 329	165 - 259
Max StatsBeneficial Nature	Lv. 100	280 - 374	115 - 218	214 - 317	269 - 372	258 - 361	181 - 284
Base Stats - Total: 515	Base Stats - Total: 515	86	76	86	116	56	95
Max StatsHindering Nature	Lv. 100	282 - 376	141 - 225	159 - 243	213 - 297	105 - 189	175 - 260
Max StatsNeutral Nature	Lv. 100	282 - 376	157 - 251	177 - 271	237 - 331	117 - 211	195 - 289
Max StatsBeneficial Nature	Lv. 100	282 - 376	172 - 276	194 - 298	260 - 364	128 - 232	214 - 317
Base Stats - Total: 525	Base Stats - Total: 525	65	110	130	60	65	95
Max StatsHindering Nature	Lv. 100	240 - 334	202 - 287	238 - 323	112 - 197	121 - 206	175 - 260
Max StatsNeutral Nature	Lv. 100	240 - 334	225 - 319	265 - 359	125 - 219	135 - 229	195 - 289
Max StatsBeneficial Nature	Lv. 100	240 - 334	247 - 350	291 - 394	137 - 240	148 - 251	214 - 317
Base Stats - Total: 525	Base Stats - Total: 525	65	60	110	130	95	65
Max StatsHindering Nature	Lv. 100	240 - 334	112 - 197	202 - 287	238 - 323	175 - 260	121 - 206
Max StatsNeutral Nature	Lv. 100	240 - 334	125 - 219	225 - 319	265 - 359	195 - 289	135 - 229
Max StatsBeneficial Nature	Lv. 100	240 - 334	137 - 240	247 - 350	291 - 394	214 - 317	148 - 251
Base Stats - Total: 510	Base Stats - Total: 510	75	95	125	45	75	95
Max StatsHindering Nature	Lv. 100	260 - 354	175 - 260	229 - 314	85 - 170	139 - 224	175 - 260
Max StatsNeutral Nature	Lv. 100	260 - 354	195 - 289	255 - 349	95 - 189	155 - 249	195 - 289
Max StatsBeneficial Nature	Lv. 100	260 - 354	214 - 317	280 - 383	104 - 207	170 - 273	214 - 317
Base Stats - Total: 530	Base Stats - Total: 530	110	130	80	70	60	80
Max StatsHindering Nature	Lv. 100	330 - 424	238 - 323	148 - 233	130 - 215	112 - 197	148 - 233
Max StatsNeutral Nature	Lv. 100	330 - 424	265 - 359	165 - 259	145 - 239	125 - 219	165 - 259
Max StatsBeneficial Nature	Lv. 100	330 - 424	291 - 394	181 - 284	159 - 262	137 - 240	181 - 284
Base Stats - Total: 535	Base Stats - Total: 535	85	80	70	135	75	90
Max StatsHindering Nature	Lv. 100	280 - 374	148 - 233	130 - 215	247 - 332	139 - 224	166 - 251
Max StatsNeutral Nature	Lv. 100	280 - 374	165 - 259	145 - 239	275 - 369	155 - 249	185 - 279
Max StatsBeneficial Nature	Lv. 100	280 - 374	181 - 284	159 - 262	302 - 405	170 - 273	203 - 306
Base Stats - Total: 518	Base Stats - Total: 518	68	125	65	65	115	80
Max StatsHindering Nature	Lv. 100	246 - 340	229 - 314	121 - 206	121 - 206	211 - 296	148 - 233
Max StatsNeutral Nature	Lv. 100	246 - 340	255 - 349	135 - 229	135 - 229	235 - 329	165 - 259
Max StatsBeneficial Nature	Lv. 100	246 - 340	280 - 383	148 - 251	148 - 251	258 - 361	181 - 284
Base Stats - Total: 525	Base Stats - Total: 525	60	55	145	75	150	40
Max StatsHindering Nature	Lv. 100	230 - 324	103 - 188	265 - 350	139 - 224	274 - 359	76 - 161
Max StatsNeutral Nature	Lv. 100	230 - 324	115 - 209	295 - 389	155 - 249	305 - 399	85 - 179
Max StatsBeneficial Nature	Lv. 100	230 - 324	126 - 229	324 - 427	170 - 273	335 - 438	93 - 196
Base Stats - Total: 525	Base Stats - Total: 525	45	100	135	65	135	45
Max StatsHindering Nature	Lv. 100	200 - 294	184 - 269	247 - 332	121 - 206	247 - 332	85 - 170
Max StatsNeutral Nature	Lv. 100	200 - 294	205 - 299	275 - 369	135 - 229	275 - 369	95 - 189
Max StatsBeneficial Nature	Lv. 100	200 - 294	225 - 328	302 - 405	148 - 251	302 - 405	104 - 207
Base Stats - Total: 480	Base Stats - Total: 480	70	80	70	80	70	110
Max StatsHindering Nature	Lv. 100	250 - 344	148 - 233	130 - 215	148 - 233	130 - 215	202 - 287
Max StatsNeutral Nature	Lv. 100	250 - 344	165 - 259	145 - 239	165 - 259	145 - 239	225 - 319
Max StatsBeneficial Nature	Lv. 100	250 - 344	181 - 284	159 - 262	181 - 284	159 - 262	247 - 350
Base Stats - Total: 440	Base Stats - Total: 440	50	50	77	95	77	91
Max StatsHindering Nature	Lv. 100	210 - 304	94 - 179	143 - 227	175 - 260	143 - 227	168 - 252
Max StatsNeutral Nature	Lv. 100	210 - 304	105 - 199	159 - 253	195 - 289	159 - 253	187 - 281
Max StatsBeneficial Nature	Lv. 100	210 - 304	115 - 218	174 - 278	214 - 317	174 - 278	205 - 309
Base Stats - Total: 580	Base Stats - Total: 580	75	75	130	75	130	95
Max StatsHindering Nature	Lv. 100	260 - 354	139 - 224	238 - 323	139 - 224	238 - 323	175 - 260
Max StatsNeutral Nature	Lv. 100	260 - 354	155 - 249	265 - 359	155 - 249	265 - 359	195 - 289
Max StatsBeneficial Nature	Lv. 100	260 - 354	170 - 273	291 - 394	170 - 273	291 - 394	214 - 317
Base Stats - Total: 580	Base Stats - Total: 580	80	105	105	105	105	80
Max StatsHindering Nature	Lv. 100	270 - 364	193 - 278	193 - 278	193 - 278	193 - 278	148 - 233
Max StatsNeutral Nature	Lv. 100	270 - 364	215 - 309	215 - 309	215 - 309	215 - 309	165 - 259
Max StatsBeneficial Nature	Lv. 100	270 - 364	236 - 339	236 - 339	236 - 339	236 - 339	181 - 284
Base Stats - Total: 580	Base Stats - Total: 580	75	125	70	125	70	115
Max StatsHindering Nature	Lv. 100	260 - 354	229 - 314	130 - 215	229 - 314	130 - 215	211 - 296
Max StatsNeutral Nature	Lv. 100	260 - 354	255 - 349	145 - 239	255 - 349	145 - 239	235 - 329
Max StatsBeneficial Nature	Lv. 100	260 - 354	280 - 383	159 - 262	280 - 383	159 - 262	258 - 361
Base Stats - Total: 680	Base Stats - Total: 680	100	120	120	150	100	90
Max StatsHindering Nature	Lv. 100	310 - 404	220 - 305	220 - 305	274 - 359	184 - 269	166 - 251
Max StatsNeutral Nature	Lv. 100	310 - 404	245 - 339	245 - 339	305 - 399	205 - 299	185 - 279
Max StatsBeneficial Nature	Lv. 100	310 - 404	269 - 372	269 - 372	335 - 438	225 - 328	203 - 306
Base Stats - Total: 680	Base Stats - Total: 680	90	120	100	150	120	100
Max StatsHindering Nature	Lv. 100	290 - 384	220 - 305	184 - 269	274 - 359	220 - 305	184 - 269
Max StatsNeutral Nature	Lv. 100	290 - 384	245 - 339	205 - 299	305 - 399	245 - 339	205 - 299
Max StatsBeneficial Nature	Lv. 100	290 - 384	269 - 372	225 - 328	335 - 438	269 - 372	225 - 328
Base Stats - Total: 600	Base Stats - Total: 600	91	90	106	130	106	77
Max StatsHindering Nature	Lv. 100	292 - 386	166 - 251	195 - 279	238 - 323	195 - 279	143 - 227
Max StatsNeutral Nature	Lv. 100	292 - 386	185 - 279	217 - 311	265 - 359	217 - 311	159 - 253
Max StatsBeneficial Nature	Lv. 100	292 - 386	203 - 306	238 - 342	291 - 394	238 - 342	174 - 278
Base Stats - Total: 670	Base Stats - Total: 670	110	160	110	80	110	100
Max StatsHindering Nature	Lv. 100	330 - 424	292 - 377	202 - 287	148 - 233	202 - 287	184 - 269
Max StatsNeutral Nature	Lv. 100	330 - 424	325 - 419	225 - 319	165 - 259	225 - 319	205 - 299
Max StatsBeneficial Nature	Lv. 100	330 - 424	357 - 460	247 - 350	181 - 284	247 - 350	225 - 328
Base Stats - Total: 680	Base Stats - Total: 680	150	100	120	100	120	90
Max StatsHindering Nature	Lv. 100	410 - 504	184 - 269	220 - 305	184 - 269	220 - 305	166 - 251
Max StatsNeutral Nature	Lv. 100	410 - 504	205 - 299	245 - 339	205 - 299	245 - 339	185 - 279
Max StatsBeneficial Nature	Lv. 100	410 - 504	225 - 328	269 - 372	225 - 328	269 - 372	203 - 306
Base Stats - Total: 600	Base Stats - Total: 600	120	70	120	75	130	85
Max StatsHindering Nature	Lv. 100	350 - 444	130 - 215	220 - 305	139 - 224	238 - 323	157 - 242
Max StatsNeutral Nature	Lv. 100	350 - 444	145 - 239	245 - 339	155 - 249	265 - 359	175 - 269
Max StatsBeneficial Nature	Lv. 100	350 - 444	159 - 262	269 - 372	170 - 273	291 - 394	192 - 295
Base Stats - Total: 480	Base Stats - Total: 480	80	80	80	80	80	80
Max StatsHindering Nature	Lv. 100	270 - 364	148 - 233	148 - 233	148 - 233	148 - 233	148 - 233
Max StatsNeutral Nature	Lv. 100	270 - 364	165 - 259	165 - 259	165 - 259	165 - 259	165 - 259
Max StatsBeneficial Nature	Lv. 100	270 - 364	181 - 284	181 - 284	181 - 284	181 - 284	181 - 284
Base Stats - Total: 600	Base Stats - Total: 600	100	100	100	100	100	100
Max StatsHindering Nature	Lv. 100	310 - 404	184 - 269	184 - 269	184 - 269	184 - 269	184 - 269
Max StatsNeutral Nature	Lv. 100	310 - 404	205 - 299	205 - 299	205 - 299	205 - 299	205 - 299
Max StatsBeneficial Nature	Lv. 100	310 - 404	225 - 328	225 - 328	225 - 328	225 - 328	225 - 328
Base Stats - Total: 600	Base Stats - Total: 600	70	90	90	135	90	125
Max StatsHindering Nature	Lv. 100	250 - 344	166 - 251	166 - 251	247 - 332	166 - 251	229 - 314
Max StatsNeutral Nature	Lv. 100	250 - 344	185 - 279	185 - 279	275 - 369	185 - 279	255 - 349
Max StatsBeneficial Nature	Lv. 100	250 - 344	203 - 306	203 - 306	302 - 405	203 - 306	280 - 383
Base Stats - Total: 600	Base Stats - Total: 600	100	100	100	100	100	100
Max StatsHindering Nature	Lv. 100	310 - 404	184 - 269	184 - 269	184 - 269	184 - 269	184 - 269
Max StatsNeutral Nature	Lv. 100	310 - 404	205 - 299	205 - 299	205 - 299	205 - 299	205 - 299
Max StatsBeneficial Nature	Lv. 100	310 - 404	225 - 328	225 - 328	225 - 328	225 - 328	225 - 328
Base Stats - Total: 720	Base Stats - Total: 720	120	120	120	120	120	120
Max StatsHindering Nature	Lv. 100	350 - 444	220 - 305	220 - 305	220 - 305	220 - 305	220 - 305
Max StatsNeutral Nature	Lv. 100	350 - 444	245 - 339	245 - 339	245 - 339	245 - 339	245 - 339
Max StatsBeneficial Nature	Lv. 100	350 - 444	269 - 372	269 - 372	269 - 372	269 - 372	269 - 372
Base Stats - Total: 600	Base Stats - Total: 600	100	100	100	100	100	100
Max StatsHindering Nature	Lv. 100	310 - 404	184 - 269	184 - 269	184 - 269	184 - 269	184 - 269
Max StatsNeutral Nature	Lv. 100	310 - 404	205 - 299	205 - 299	205 - 299	205 - 299	205 - 299
Max StatsBeneficial Nature	Lv. 100	310 - 404	225 - 328	225 - 328	225 - 328	225 - 328	225 - 328
Base Stats - Total: 308	Base Stats - Total: 308	45	45	55	45	55	63
Max StatsHindering Nature	Lv. 100	200 - 294	85 - 170	103 - 188	85 - 170	103 - 188	117 - 202
Max StatsNeutral Nature	Lv. 100	200 - 294	95 - 189	115 - 209	95 - 189	115 - 209	131 - 225
Max StatsBeneficial Nature	Lv. 100	200 - 294	104 - 207	126 - 229	104 - 207	126 - 229	144 - 247
Base Stats - Total: 413	Base Stats - Total: 413	60	60	75	60	75	83
Max StatsHindering Nature	Lv. 100	230 - 324	112 - 197	139 - 224	112 - 197	139 - 224	153 - 238
Max StatsNeutral Nature	Lv. 100	230 - 324	125 - 219	155 - 249	125 - 219	155 - 249	171 - 265
Max StatsBeneficial Nature	Lv. 100	230 - 324	137 - 240	170 - 273	137 - 240	170 - 273	188 - 291
Base Stats - Total: 528	Base Stats - Total: 528	75	75	95	75	95	113
Max StatsHindering Nature	Lv. 100	260 - 354	139 - 224	175 - 260	139 - 224	175 - 260	207 - 292
Max StatsNeutral Nature	Lv. 100	260 - 354	155 - 249	195 - 289	155 - 249	195 - 289	231 - 325
Max StatsBeneficial Nature	Lv. 100	260 - 354	170 - 273	214 - 317	170 - 273	214 - 317	254 - 357
Base Stats - Total: 308	Base Stats - Total: 308	65	63	45	45	45	45
Max StatsHindering Nature	Lv. 100	240 - 334	117 - 202	85 - 170	85 - 170	85 - 170	85 - 170
Max StatsNeutral Nature	Lv. 100	240 - 334	131 - 225	95 - 189	95 - 189	95 - 189	95 - 189
Max StatsBeneficial Nature	Lv. 100	240 - 334	144 - 247	104 - 207	104 - 207	104 - 207	104 - 207
Base Stats - Total: 418	Base Stats - Total: 418	90	93	55	70	55	55
Max StatsHindering Nature	Lv. 100	290 - 384	171 - 256	103 - 188	130 - 215	103 - 188	103 - 188
Max StatsNeutral Nature	Lv. 100	290 - 384	191 - 285	115 - 209	145 - 239	115 - 209	115 - 209
Max StatsBeneficial Nature	Lv. 100	290 - 384	210 - 313	126 - 229	159 - 262	126 - 229	126 - 229
Base Stats - Total: 528	Base Stats - Total: 528	110	123	65	100	65	65
Max StatsHindering Nature	Lv. 100	330 - 424	225 - 310	121 - 206	184 - 269	121 - 206	121 - 206
Max StatsNeutral Nature	Lv. 100	330 - 424	251 - 345	135 - 229	205 - 299	135 - 229	135 - 229
Max StatsBeneficial Nature	Lv. 100	330 - 424	276 - 379	148 - 251	225 - 328	148 - 251	148 - 251
Base Stats - Total: 308	Base Stats - Total: 308	55	55	45	63	45	45
Max StatsHindering Nature	Lv. 100	220 - 314	103 - 188	85 - 170	117 - 202	85 - 170	85 - 170
Max StatsNeutral Nature	Lv. 100	220 - 314	115 - 209	95 - 189	131 - 225	95 - 189	95 - 189
Max StatsBeneficial Nature	Lv. 100	220 - 314	126 - 229	104 - 207	144 - 247	104 - 207	104 - 207
Base Stats - Total: 413	Base Stats - Total: 413	75	75	60	83	60	60
Max StatsHindering Nature	Lv. 100	260 - 354	139 - 224	112 - 197	153 - 238	112 - 197	112 - 197
Max StatsNeutral Nature	Lv. 100	260 - 354	155 - 249	125 - 219	171 - 265	125 - 219	125 - 219
Max StatsBeneficial Nature	Lv. 100	260 - 354	170 - 273	137 - 240	188 - 291	137 - 240	137 - 240
Base Stats - Total: 528	Base Stats - Total: 528	95	100	85	108	70	70
Max StatsHindering Nature	Lv. 100	300 - 394	184 - 269	157 - 242	198 - 283	130 - 215	130 - 215
Max StatsNeutral Nature	Lv. 100	300 - 394	205 - 299	175 - 269	221 - 315	145 - 239	145 - 239
Max StatsBeneficial Nature	Lv. 100	300 - 394	225 - 328	192 - 295	243 - 346	159 - 262	159 - 262
Base Stats - Total: 255	Base Stats - Total: 255	45	55	39	35	39	42
Max StatsHindering Nature	Lv. 100	200 - 294	103 - 188	74 - 159	67 - 152	74 - 159	80 - 164
Max StatsNeutral Nature	Lv. 100	200 - 294	115 - 209	83 - 177	75 - 169	83 - 177	89 - 183
Max StatsBeneficial Nature	Lv. 100	200 - 294	126 - 229	91 - 194	82 - 185	91 - 194	97 - 201
Base Stats - Total: 420	Base Stats - Total: 420	60	85	69	60	69	77
Max StatsHindering Nature	Lv. 100	230 - 324	157 - 242	128 - 213	112 - 197	128 - 213	143 - 227
Max StatsNeutral Nature	Lv. 100	230 - 324	175 - 269	143 - 237	125 - 219	143 - 237	159 - 253
Max StatsBeneficial Nature	Lv. 100	230 - 324	192 - 295	157 - 260	137 - 240	157 - 260	174 - 278
Base Stats - Total: 275	Base Stats - Total: 275	45	60	45	25	45	55
Max StatsHindering Nature	Lv. 100	200 - 294	112 - 197	85 - 170	49 - 134	85 - 170	103 - 188
Max StatsNeutral Nature	Lv. 100	200 - 294	125 - 219	95 - 189	55 - 149	95 - 189	115 - 209
Max StatsBeneficial Nature	Lv. 100	200 - 294	137 - 240	104 - 207	60 - 163	104 - 207	126 - 229
Base Stats - Total: 370	Base Stats - Total: 370	65	80	65	35	65	60
Max StatsHindering Nature	Lv. 100	240 - 334	148 - 233	121 - 206	67 - 152	121 - 206	112 - 197
Max StatsNeutral Nature	Lv. 100	240 - 334	165 - 259	135 - 229	75 - 169	135 - 229	125 - 219
Max StatsBeneficial Nature	Lv. 100	240 - 334	181 - 284	148 - 251	82 - 185	148 - 251	137 - 240
