0	1
Damagednormally by:  Normal  1×  Flying  1×  Poison  1×  Ground  1×  Rock  1×  Bug  1×  Steel  1×  Fire  1×  Water  1×  Grass  1×  Electric  1×  Psychic  1×  Ice  1×  Dragon  1×  Dark  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Flying  1×  Poison  1×  Ground  1×  Rock  1×  Bug  1×  Steel  1×  Fire  1×  Water  1×  Grass  1×  Electric  1×  Psychic  1×  Ice  1×  Dragon  1×  Dark  1×  Fairy  1×
Normal	1×
Flying	1×
Poison	1×
Ground	1×
Rock	1×
Bug	1×
Steel	1×
Fire	1×
Water	1×
Grass	1×
Electric	1×
Psychic	1×
Ice	1×
Dragon	1×
Dark	1×
Fairy	1×
Weak to:  Fighting  2×	
Weak to:	Fighting  2×
Fighting	2×
Immune to:  Ghost  0×	
Immune to:	Ghost  0×
Ghost	0×
Resistant to:  None	
Resistant to:	None
None	
Notes: If this Pokémon is given a Ring Target, the effectiveness of Ghost-type moves is 1×.	Notes: If this Pokémon is given a Ring Target, the effectiveness of Ghost-type moves is 1×.
Notes:	
If this Pokémon is given a Ring Target, the effectiveness of Ghost-type moves is 1×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Flying  1×  Poison  1×  Ground  1×  Rock  1×  Bug  1×  Steel  1×  Fire  1×  Water  1×  Grass  1×  Electric  1×  Psychic  1×  Ice  1×  Dragon  1×  Dark  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Flying  1×  Poison  1×  Ground  1×  Rock  1×  Bug  1×  Steel  1×  Fire  1×  Water  1×  Grass  1×  Electric  1×  Psychic  1×  Ice  1×  Dragon  1×  Dark  1×  Fairy  1×
Normal	1×
Flying	1×
Poison	1×
Ground	1×
Rock	1×
Bug	1×
Steel	1×
Fire	1×
Water	1×
Grass	1×
Electric	1×
Psychic	1×
Ice	1×
Dragon	1×
Dark	1×
Fairy	1×
Weak to:  Fighting  2×	
Weak to:	Fighting  2×
Fighting	2×
Immune to:  Ghost  0×	
Immune to:	Ghost  0×
Ghost	0×
Resistant to:  None	
Resistant to:	None
None	
Notes: If this Pokémon is given a Ring Target, the effectiveness of Ghost-type moves is 1×. If this Pokémon has Thick Fat, the effectiveness of Fire-type moves is ½× and the effectiveness of Ice-type moves is ½×.	Notes: If this Pokémon is given a Ring Target, the effectiveness of Ghost-type moves is 1×. If this Pokémon has Thick Fat, the effectiveness of Fire-type moves is ½× and the effectiveness of Ice-type moves is ½×.
Notes:	
If this Pokémon is given a Ring Target, the effectiveness of Ghost-type moves is 1×. If this Pokémon has Thick Fat, the effectiveness of Fire-type moves is ½× and the effectiveness of Ice-type moves is ½×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Flying  1×  Poison  1×  Rock  1×  Steel  1×  Fire  1×  Water  1×  Grass  1×  Electric  1×  Ice  1×  Dragon  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Flying  1×  Poison  1×  Rock  1×  Steel  1×  Fire  1×  Water  1×  Grass  1×  Electric  1×  Ice  1×  Dragon  1×  Fairy  1×
Normal	1×
Flying	1×
Poison	1×
Rock	1×
Steel	1×
Fire	1×
Water	1×
Grass	1×
Electric	1×
Ice	1×
Dragon	1×
Fairy	1×
Weak to:  Bug  2×  Ghost  2×  Dark  2×	
Weak to:	Bug  2×  Ghost  2×  Dark  2×
Bug	2×
Ghost	2×
Dark	2×
Immune to:  Ground  0×	
Immune to:	Ground  0×
Ground	0×
Resistant to:  Fighting  ½×  Psychic  ½×	
Resistant to:	Fighting  ½×  Psychic  ½×
Fighting	½×
Psychic	½×
Notes: If Gravity is in effect, this Pokémon is given an Iron Ball or affected by Smack Down or Ingrain, the opponent has the Ability Mold Breaker, Turboblaze or Teravolt, or this Pokémon is affected by Gastro Acid, or this Pokémon's Ability is replaced, the effectiveness of Ground-type moves is 1×.	Notes: If Gravity is in effect, this Pokémon is given an Iron Ball or affected by Smack Down or Ingrain, the opponent has the Ability Mold Breaker, Turboblaze or Teravolt, or this Pokémon is affected by Gastro Acid, or this Pokémon's Ability is replaced, the effectiveness of Ground-type moves is 1×.
Notes:	
If Gravity is in effect, this Pokémon is given an Iron Ball or affected by Smack Down or Ingrain, the opponent has the Ability Mold Breaker, Turboblaze or Teravolt, or this Pokémon is affected by Gastro Acid, or this Pokémon's Ability is replaced, the effectiveness of Ground-type moves is 1×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Fighting  1×  Flying  1×  Rock  1×  Bug  1×  Steel  1×  Fire  1×  Water  1×  Electric  1×  Ice  1×  Dragon  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Fighting  1×  Flying  1×  Rock  1×  Bug  1×  Steel  1×  Fire  1×  Water  1×  Electric  1×  Ice  1×  Dragon  1×  Fairy  1×
Normal	1×
Fighting	1×
Flying	1×
Rock	1×
Bug	1×
Steel	1×
Fire	1×
Water	1×
Electric	1×
Ice	1×
Dragon	1×
Fairy	1×
Weak to:  Ground  2×	
Weak to:	Ground  2×
Ground	2×
Immune to:  Psychic  0×	
Immune to:	Psychic  0×
Psychic	0×
Resistant to:  Poison  ½×  Ghost  ½×  Grass  ½×  Dark  ½×	
Resistant to:	Poison  ½×  Ghost  ½×  Grass  ½×  Dark  ½×
Poison	½×
Ghost	½×
Grass	½×
Dark	½×
Notes: If Miracle Eye is used by an opponent or this Pokémon is given a Ring Target, the effectiveness of Psychic-type moves is 2×.	Notes: If Miracle Eye is used by an opponent or this Pokémon is given a Ring Target, the effectiveness of Psychic-type moves is 2×.
Notes:	
If Miracle Eye is used by an opponent or this Pokémon is given a Ring Target, the effectiveness of Psychic-type moves is 2×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Fighting  1×  Flying  1×  Rock  1×  Bug  1×  Steel  1×  Fire  1×  Water  1×  Electric  1×  Ice  1×  Dragon  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Fighting  1×  Flying  1×  Rock  1×  Bug  1×  Steel  1×  Fire  1×  Water  1×  Electric  1×  Ice  1×  Dragon  1×  Fairy  1×
Normal	1×
Fighting	1×
Flying	1×
Rock	1×
Bug	1×
Steel	1×
Fire	1×
Water	1×
Electric	1×
Ice	1×
Dragon	1×
Fairy	1×
Weak to:  Ground  2×	
Weak to:	Ground  2×
Ground	2×
Immune to:  Psychic  0×	
Immune to:	Psychic  0×
Psychic	0×
Resistant to:  Poison  ½×  Ghost  ½×  Grass  ½×  Dark  ½×	
Resistant to:	Poison  ½×  Ghost  ½×  Grass  ½×  Dark  ½×
Poison	½×
Ghost	½×
Grass	½×
Dark	½×
Notes: If Miracle Eye is used by an opponent or this Pokémon is given a Ring Target, the effectiveness of Psychic-type moves is 2×.	Notes: If Miracle Eye is used by an opponent or this Pokémon is given a Ring Target, the effectiveness of Psychic-type moves is 2×.
Notes:	
If Miracle Eye is used by an opponent or this Pokémon is given a Ring Target, the effectiveness of Psychic-type moves is 2×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Fighting  1×  Bug  1×  Water  1×  Electric  1×	
Damagednormally by:	Fighting  1×  Bug  1×  Water  1×  Electric  1×
Fighting	1×
Bug	1×
Water	1×
Electric	1×
Weak to:  Ground  2×  Ghost  2×  Fire  2×  Dark  2×	
Weak to:	Ground  2×  Ghost  2×  Fire  2×  Dark  2×
Ground	2×
Ghost	2×
Fire	2×
Dark	2×
Immune to:  Poison  0×	
Immune to:	Poison  0×
Poison	0×
Resistant to:  Normal  ½×  Flying  ½×  Rock  ½×  Steel  ½×  Grass  ½×  Psychic  ¼×  Ice  ½×  Dragon  ½×  Fairy  ½×	
Resistant to:	Normal  ½×  Flying  ½×  Rock  ½×  Steel  ½×  Grass  ½×  Psychic  ¼×  Ice  ½×  Dragon  ½×  Fairy  ½×
Normal	½×
Flying	½×
Rock	½×
Steel	½×
Grass	½×
Psychic	¼×
Ice	½×
Dragon	½×
Fairy	½×
Notes: If this Pokémon is given a Ring Target, the effectiveness of Poison-type moves is 1×. If this Pokémon has Levitate, the effectiveness of Ground-type moves is 0×. If this Pokémon has Heatproof, the effectiveness of Fire-type moves is 1×. In Generation II-Generation V, the effectiveness of Dark-type moves was 1×. In Generation II-Generation V, the effectiveness of Ghost-type moves was 1×.	Notes: If this Pokémon is given a Ring Target, the effectiveness of Poison-type moves is 1×. If this Pokémon has Levitate, the effectiveness of Ground-type moves is 0×. If this Pokémon has Heatproof, the effectiveness of Fire-type moves is 1×. In Generation II-Generation V, the effectiveness of Dark-type moves was 1×. In Generation II-Generation V, the effectiveness of Ghost-type moves was 1×.
Notes:	
If this Pokémon is given a Ring Target, the effectiveness of Poison-type moves is 1×. If this Pokémon has Levitate, the effectiveness of Ground-type moves is 0×. If this Pokémon has Heatproof, the effectiveness of Fire-type moves is 1×. In Generation II-Generation V, the effectiveness of Dark-type moves was 1×. In Generation II-Generation V, the effectiveness of Ghost-type moves was 1×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Fighting  1×  Bug  1×  Water  1×  Electric  1×	
Damagednormally by:	Fighting  1×  Bug  1×  Water  1×  Electric  1×
Fighting	1×
Bug	1×
Water	1×
Electric	1×
Weak to:  Ground  2×  Ghost  2×  Fire  2×  Dark  2×	
Weak to:	Ground  2×  Ghost  2×  Fire  2×  Dark  2×
Ground	2×
Ghost	2×
Fire	2×
Dark	2×
Immune to:  Poison  0×	
Immune to:	Poison  0×
Poison	0×
Resistant to:  Normal  ½×  Flying  ½×  Rock  ½×  Steel  ½×  Grass  ½×  Psychic  ¼×  Ice  ½×  Dragon  ½×  Fairy  ½×	
Resistant to:	Normal  ½×  Flying  ½×  Rock  ½×  Steel  ½×  Grass  ½×  Psychic  ¼×  Ice  ½×  Dragon  ½×  Fairy  ½×
Normal	½×
Flying	½×
Rock	½×
Steel	½×
Grass	½×
Psychic	¼×
Ice	½×
Dragon	½×
Fairy	½×
Notes: If this Pokémon is given a Ring Target, the effectiveness of Poison-type moves is 1×. If this Pokémon has Levitate, the effectiveness of Ground-type moves is 0×. If this Pokémon has Heatproof, the effectiveness of Fire-type moves is 1×. In Generation II-Generation V, the effectiveness of Dark-type moves was 1×. In Generation II-Generation V, the effectiveness of Ghost-type moves was 1×.	Notes: If this Pokémon is given a Ring Target, the effectiveness of Poison-type moves is 1×. If this Pokémon has Levitate, the effectiveness of Ground-type moves is 0×. If this Pokémon has Heatproof, the effectiveness of Fire-type moves is 1×. In Generation II-Generation V, the effectiveness of Dark-type moves was 1×. In Generation II-Generation V, the effectiveness of Ghost-type moves was 1×.
Notes:	
If this Pokémon is given a Ring Target, the effectiveness of Poison-type moves is 1×. If this Pokémon has Levitate, the effectiveness of Ground-type moves is 0×. If this Pokémon has Heatproof, the effectiveness of Fire-type moves is 1×. In Generation II-Generation V, the effectiveness of Dark-type moves was 1×. In Generation II-Generation V, the effectiveness of Ghost-type moves was 1×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Rock  1×  Bug  1×  Ghost  1×  Electric  1×  Psychic  1×  Ice  1×  Dragon  1×  Dark  1×  Fairy  1×	
Damagednormally by:	Rock  1×  Bug  1×  Ghost  1×  Electric  1×  Psychic  1×  Ice  1×  Dragon  1×  Dark  1×  Fairy  1×
Rock	1×
Bug	1×
Ghost	1×
Electric	1×
Psychic	1×
Ice	1×
Dragon	1×
Dark	1×
Fairy	1×
Weak to:  Fighting  2×  Ground  2×  Steel  2×  Water  2×  Grass  2×	
Weak to:	Fighting  2×  Ground  2×  Steel  2×  Water  2×  Grass  2×
Fighting	2×
Ground	2×
Steel	2×
Water	2×
Grass	2×
Immune to:  None	
Immune to:	None
None	
Resistant to:  Normal  ½×  Flying  ½×  Poison  ½×  Fire  ½×	
Resistant to:	Normal  ½×  Flying  ½×  Poison  ½×  Fire  ½×
Normal	½×
Flying	½×
Poison	½×
Fire	½×
	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Flying  1×  Ground  1×  Rock  1×  Bug  1×  Fire  1×  Water  1×  Grass  1×  Electric  1×  Ice  1×  Dark  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Flying  1×  Ground  1×  Rock  1×  Bug  1×  Fire  1×  Water  1×  Grass  1×  Electric  1×  Ice  1×  Dark  1×  Fairy  1×
Normal	1×
Flying	1×
Ground	1×
Rock	1×
Bug	1×
Fire	1×
Water	1×
Grass	1×
Electric	1×
Ice	1×
Dark	1×
Fairy	1×
Weak to:  Poison  2×  Ghost  2×  Steel  2×	
Weak to:	Poison  2×  Ghost  2×  Steel  2×
Poison	2×
Ghost	2×
Steel	2×
Immune to:  Dragon  0×	
Immune to:	Dragon  0×
Dragon	0×
Resistant to:  Fighting  ¼×  Psychic  ½×	
Resistant to:	Fighting  ¼×  Psychic  ½×
Fighting	¼×
Psychic	½×
Notes: If this Pokémon is given a Ring Target, the effectiveness of Dragon-type moves is 1×. If this Pokémon has Filter, the effectiveness of Poison -, Ghost -, and Steel-type moves is 1½×. In Generation IV-Generation V, the effectiveness of Bug -, Ghost -, and Dark-type moves is 1½×. Due to the conversion to Fairy-type , the effectiveness of Dragon-type , Steel-type and Poison-type moves was 1×, Dark-type and Bug-type was 2× and Fighting-type moves was ½× prior to Generation VI.	Notes: If this Pokémon is given a Ring Target, the effectiveness of Dragon-type moves is 1×. If this Pokémon has Filter, the effectiveness of Poison -, Ghost -, and Steel-type moves is 1½×. In Generation IV-Generation V, the effectiveness of Bug -, Ghost -, and Dark-type moves is 1½×. Due to the conversion to Fairy-type , the effectiveness of Dragon-type , Steel-type and Poison-type moves was 1×, Dark-type and Bug-type was 2× and Fighting-type moves was ½× prior to Generation VI.
Notes:	
If this Pokémon is given a Ring Target, the effectiveness of Dragon-type moves is 1×. If this Pokémon has Filter, the effectiveness of Poison -, Ghost -, and Steel-type moves is 1½×. In Generation IV-Generation V, the effectiveness of Bug -, Ghost -, and Dark-type moves is 1½×. Due to the conversion to Fairy-type , the effectiveness of Dragon-type , Steel-type and Poison-type moves was 1×, Dark-type and Bug-type was 2× and Fighting-type moves was ½× prior to Generation VI.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Flying  1×  Poison  1×  Ground  1×  Rock  1×  Bug  1×  Steel  1×  Fire  1×  Water  1×  Grass  1×  Electric  1×  Psychic  1×  Ice  1×  Dragon  1×  Dark  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Flying  1×  Poison  1×  Ground  1×  Rock  1×  Bug  1×  Steel  1×  Fire  1×  Water  1×  Grass  1×  Electric  1×  Psychic  1×  Ice  1×  Dragon  1×  Dark  1×  Fairy  1×
Normal	1×
Flying	1×
Poison	1×
Ground	1×
Rock	1×
Bug	1×
Steel	1×
Fire	1×
Water	1×
Grass	1×
Electric	1×
Psychic	1×
Ice	1×
Dragon	1×
Dark	1×
Fairy	1×
Weak to:  Fighting  2×	
Weak to:	Fighting  2×
Fighting	2×
Immune to:  Ghost  0×	
Immune to:	Ghost  0×
Ghost	0×
Resistant to:  None	
Resistant to:	None
None	
Notes: If this Pokémon is given a Ring Target, the effectiveness of Ghost-type moves is 1×.	Notes: If this Pokémon is given a Ring Target, the effectiveness of Ghost-type moves is 1×.
Notes:	
If this Pokémon is given a Ring Target, the effectiveness of Ghost-type moves is 1×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Fighting  1×  Flying  1×  Poison  1×  Steel  1×  Fire  1×  Water  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Fighting  1×  Flying  1×  Poison  1×  Steel  1×  Fire  1×  Water  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×
Normal	1×
Fighting	1×
Flying	1×
Poison	1×
Steel	1×
Fire	1×
Water	1×
Psychic	1×
Dragon	1×
Dark	1×
Fairy	1×
Weak to:  Rock  2×  Electric  2×  Ice  2×	
Weak to:	Rock  2×  Electric  2×  Ice  2×
Rock	2×
Electric	2×
Ice	2×
Immune to:  Ground  0×  Ghost  0×	
Immune to:	Ground  0×  Ghost  0×
Ground	0×
Ghost	0×
Resistant to:  Bug  ½×  Grass  ½×	
Resistant to:	Bug  ½×  Grass  ½×
Bug	½×
Grass	½×
Notes: If this Pokémon is given a Ring Target, the effectiveness of Ghost-type moves is 1×. If Gravity is in effect, this Pokémon is given an Iron Ball or a Ring Target, or it is affected by Smack Down or Ingrain, the effectiveness of Ground-type moves is 1×.	Notes: If this Pokémon is given a Ring Target, the effectiveness of Ghost-type moves is 1×. If Gravity is in effect, this Pokémon is given an Iron Ball or a Ring Target, or it is affected by Smack Down or Ingrain, the effectiveness of Ground-type moves is 1×.
Notes:	
If this Pokémon is given a Ring Target, the effectiveness of Ghost-type moves is 1×. If Gravity is in effect, this Pokémon is given an Iron Ball or a Ring Target, or it is affected by Smack Down or Ingrain, the effectiveness of Ground-type moves is 1×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Flying  1×  Ground  1×  Rock  1×  Bug  1×  Ghost  1×  Steel  1×  Fire  1×  Water  1×  Grass  1×  Electric  1×  Ice  1×  Dragon  1×  Dark  1×	
Damagednormally by:	Flying  1×  Ground  1×  Rock  1×  Bug  1×  Ghost  1×  Steel  1×  Fire  1×  Water  1×  Grass  1×  Electric  1×  Ice  1×  Dragon  1×  Dark  1×
Flying	1×
Ground	1×
Rock	1×
Bug	1×
Ghost	1×
Steel	1×
Fire	1×
Water	1×
Grass	1×
Electric	1×
Ice	1×
Dragon	1×
Dark	1×
Weak to:  Fairy  2×	
Weak to:	Fairy  2×
Fairy	2×
Immune to:  Normal  0×  Fighting  0×  Psychic  0×	
