,First_pokemon,Second_pokemon,Winner
20680,Rhyperior,Ferrothorn,Rhyperior
20681,Kecleon,Chansey,Kecleon
20682,Vileplume,Skiddo,Skiddo
20683,Marshtomp,Pichu,Pichu
20684,Emolga,Wailord,Emolga
20685,Azurill,Magcargo,Magcargo
20686,Axew,Trapinch,Axew
20687,Murkrow,Rhydon,Rhydon
20688,Petilil,Braviary,Braviary
20689,Weepinbell,Gothitelle,Gothitelle
20690,Ampharos,Pineco,Ampharos
20691,Liepard,Lampent,Liepard
20692,Swoobat,Cradily,Swoobat
20693,Jumpluff,Goomy,Jumpluff
20694,Golett,Simipour,Simipour
20695,Lickilicky,Bisharp,Bisharp
20696,Nidoking,Fraxure,Nidoking
20697,Audino,Bonsly,Audino
20698,Surskit,Barbaracle,Barbaracle
20699,Regice,Loudred,Regice
20700,Heracross,Phantump,Heracross
20701,Aron,Wobbuffet,Wobbuffet
20702,Yanma,Tornadus,Tornadus
20703,Spinarak,Shinx,Shinx
20704,Hitmontop,Vivillon,Vivillon
20705,Linoone,Phantump,Phantump
20706,Plusle,Murkrow,Plusle
20707,Zygarde,Larvesta,Zygarde
20708,Pidove,Lilligant,Lilligant
20709,Unfezant,Electabuzz,Electabuzz
20710,Celebi,Graveler,Celebi
20711,Staraptor,Lucario,Staraptor
20712,Zekrom,Diggersby,Diggersby
20713,Dwebble,Tropius,Dwebble
20714,Venomoth,Zygarde,Zygarde
20715,Milotic,Gulpin,Milotic
20716,Chinchou,Horsea,Chinchou
20717,Swanna,Kyogre,Swanna
20718,Unown,Absol,Absol
20719,Teddiursa,Qwilfish,Qwilfish
20720,Mawile,Arcanine,Arcanine
20721,Electrode,Swampert,Electrode
20722,Tynamo,Quilladin,Tynamo
20723,Solosis,Wormadam,Wormadam
20724,Chinchou,Eelektross,Chinchou
20725,Claydol,Musharna,Claydol
20726,Magmortar,Cloyster,Magmortar
20727,Articuno,Raikou,Raikou
20728,Moltres,Piloswine,Moltres
20729,Grimer,Herdier,Herdier
20730,Slowbro,Crawdaunt,Crawdaunt
20731,Purrloin,Cottonee,Cottonee
20732,NidoranF,Kricketune,Kricketune
20733,Bellsprout,Dragalge,Dragalge
20734,Lapras,Pidgeotto,Pidgeotto
20735,Dialga,Darmanitan,Darmanitan
20736,Amaura,Dragonair,Dragonair
20737,Fearow,Kricketot,Fearow
20738,Charizard,Drifblim,Charizard
20739,Deoxys,Watchog,Deoxys
20740,Jynx,Metagross,Jynx
20741,Pidgey,Torterra,Torterra
20742,Yanmega,Weepinbell,Yanmega
20743,Horsea,Nidorino,Nidorino
20744,Ninetales,Bayleef,Ninetales
20745,Farfetch'd,Serperior,Serperior
20746,Amoonguss,Krabby,Krabby
20747,Illumise,Whirlipede,Illumise
20748,Relicanth,Ivysaur,Ivysaur
20749,Swadloon,Cresselia,Cresselia
20750,Pidove,Garchomp,Pidove
20751,Darmanitan,Mareep,Darmanitan
20752,Shellos,Watchog,Watchog
20753,Gyarados,Tangela,Gyarados
20754,Palkia,Beautifly,Palkia
20755,Wailord,Turtwig,Wailord
20756,Meditite,Pidgeotto,Pidgeotto
20757,Chatot,Deerling,Chatot
20758,Combusken,Darumaka,Combusken
20759,Arcanine,Budew,Arcanine
20760,Umbreon,Loudred,Umbreon
20761,Delcatty,Bibarel,Bibarel
20762,Venipede,Mime Jr.,Mime Jr.
20763,Marshtomp,Sneasel,Sneasel
20764,Umbreon,Furret,Furret
20765,Stunfisk,Swoobat,Stunfisk
20766,Regigigas,Garbodor,Regigigas
20767,Cubone,Makuhita,Cubone
20768,Jirachi,Ekans,Jirachi
20769,Dedenne,Pichu,Dedenne
20770,Mawile,Ekans,Ekans
20771,Salamence,Lumineon,Salamence
20772,Rayquaza,Zapdos,Zapdos
20773,Marill,Gogoat,Gogoat
20774,Bagon,Ledian,Ledian
20775,Pupitar,Kangaskhan,Kangaskhan
20776,Kakuna,Noivern,Noivern
20777,Dustox,Duskull,Dustox
20778,Grovyle,Starmie,Starmie
20779,Deerling,Tyranitar,Deerling
20780,Pikachu,Tentacool,Pikachu
20781,Skarmory,Empoleon,Skarmory
20782,Fraxure,Sneasel,Sneasel
20783,Gastrodon,Cradily,Cradily
20784,Gurdurr,Dwebble,Dwebble
20785,Chandelure,Tyrunt,Chandelure
20786,Beheeyem,Lickilicky,Lickilicky
20787,Absol,Dusknoir,Absol
20788,Dunsparce,Foongus,Dunsparce
20789,Aromatisse,Lilligant,Lilligant
20790,Combusken,Hypno,Hypno
20791,Emolga,Typhlosion,Emolga
20792,Zoroark,Feraligatr,Zoroark
20793,Jynx,Wooper,Jynx
20794,Wailord,Kadabra,Wailord
20795,Kricketot,Magikarp,Kricketot
20796,Haxorus,Gardevoir,Haxorus
20797,Marshtomp,Floatzel,Floatzel
20798,Arceus,Carnivine,Arceus
20799,Azelf,Venomoth,Azelf
20800,Feebas,Bulbasaur,Bulbasaur
20801,Probopass,Greninja,Greninja
20802,Dratini,Slowbro,Dratini
20803,Nidoqueen,Noctowl,Noctowl
20804,Pancham,Ferrothorn,Pancham
20805,Metapod,Seel,Seel
20806,Sigilyph,Archen,Sigilyph
20807,Dustox,Kirlia,Dustox
20808,Seaking,Gulpin,Seaking
20809,Noctowl,Turtwig,Noctowl
20810,Nidorina,Cascoon,Nidorina
20811,Lilligant,Girafarig,Lilligant
20812,Panpour,Togetic,Panpour
20813,Entei,Gastly,Entei
20814,Snorlax,Rayquaza,Rayquaza
20815,Regirock,Avalugg,Regirock
20816,Helioptile,Golett,Golett
20817,Slaking,Frogadier,Slaking
20818,Abomasnow,Crawdaunt,Abomasnow
20819,Baltoy,Dwebble,Dwebble
20820,Yveltal,Porygon2,Yveltal
20821,Furret,Bidoof,Furret
20822,Golett,Doduo,Doduo
20823,Slowbro,Slakoth,Slakoth
20824,Magikarp,Cloyster,Magikarp
20825,Clefairy,Chatot,Chatot
20826,Weavile,Braviary,Weavile
20827,Totodile,Beartic,Beartic
20828,Swadloon,Greninja,Greninja
20829,Sigilyph,Genesect,Genesect
20830,Chandelure,Electrike,Chandelure
20831,Meowstic,Cryogonal,Cryogonal
20832,Exeggcute,Kabuto,Kabuto
20833,Carbink,Qwilfish,Qwilfish
20834,Ralts,Combusken,Combusken
20835,Taillow,Karrablast,Taillow
20836,Ferrothorn,Doduo,Ferrothorn
20837,Tornadus,Dunsparce,Tornadus
20838,Deerling,Carnivine,Deerling
20839,Yanmega,Lunatone,Yanmega
20840,Heracross,Talonflame,Talonflame
20841,Sewaddle,Banette,Banette
20842,Beldum,Heliolisk,Heliolisk
20843,Delcatty,Froslass,Froslass
20844,Jigglypuff,Linoone,Linoone
20845,Clefairy,Miltank,Miltank
20846,Tyranitar,Swalot,Tyranitar
20847,NidoranM,Sableye,Sableye
20848,Scyther,Machop,Scyther
20849,Pancham,Psyduck,Psyduck
20850,Palkia,Glaceon,Palkia
20851,Lugia,Cofagrigus,Lugia
20852,Articuno,Carracosta,Carracosta
20853,Arbok,Rhyhorn,Rhyhorn
20854,Gloom,Jirachi,Jirachi
20855,Umbreon,Venonat,Umbreon
20856,Staryu,Vileplume,Vileplume
20857,Buneary,Roselia,Buneary
20858,Blastoise,Barbaracle,Blastoise
20859,Beautifly,Cherrim,Cherrim
20860,Bellossom,Spinarak,Bellossom
20861,Kabuto,Pupitar,Kabuto
20862,Lickilicky,Onix,Onix
20863,Graveler,Salamence,Salamence
20864,Miltank,Gliscor,Miltank
20865,Gourgeist,Corphish,Gourgeist
20866,Magnezone,Wurmple,Magnezone
20867,Cottonee,Sharpedo,Sharpedo
20868,Magnezone,Aegislash,Aegislash
20869,Kangaskhan,Chikorita,Kangaskhan
20870,Weepinbell,Eelektross,Weepinbell
20871,Hitmonlee,Stunfisk,Hitmonlee
20872,Braviary,Loudred,Braviary
20873,Entei,Mamoswine,Entei
20874,Mudkip,Leafeon,Leafeon
20875,Lairon,Mienfoo,Mienfoo
20876,Trevenant,Chikorita,Trevenant
20877,Graveler,Charmeleon,Graveler
20878,Krokorok,Breloom,Krokorok
20879,Umbreon,Jynx,Jynx
20880,Slugma,Riolu,Riolu
20881,Garchomp,Natu,Natu
20882,Shuckle,Gyarados,Gyarados
20883,Taillow,Sunflora,Taillow
20884,Plusle,Rhyhorn,Rhyhorn
20885,Nidoking,Sandslash,Nidoking
20886,Flabébé,Malamar,Malamar
20887,Darkrai,Sylveon,Darkrai
20888,Eevee,Kirlia,Eevee
20889,Amoonguss,Sewaddle,Sewaddle
20890,Goldeen,Smeargle,Smeargle
20891,Sigilyph,Krabby,Sigilyph
20892,Azelf,Conkeldurr,Azelf
20893,Munchlax,Garchomp,Garchomp
20894,Darmanitan,Rhyhorn,Darmanitan
20895,Leafeon,Drowzee,Leafeon
20896,Ferroseed,Xatu,Xatu
20897,Azurill,Grimer,Grimer
20898,Arceus,Snover,Arceus
20899,Mienshao,Swanna,Mienshao
20900,Meganium,Tyrantrum,Meganium
20901,Meganium,Weavile,Weavile
20902,Jolteon,Venusaur,Jolteon
20903,Axew,Wurmple,Axew
20904,Munchlax,Spinarak,Munchlax
20905,Simisear,Deerling,Simisear
20906,Mantine,Pupitar,Mantine
20907,Vibrava,Swampert,Vibrava
20908,Lickitung,Kyurem,Kyurem
20909,Rapidash,Buizel,Rapidash
20910,Liepard,Fraxure,Liepard
20911,Granbull,Gyarados,Gyarados
20912,Fennekin,Bronzong,Fennekin
20913,Miltank,Armaldo,Miltank
20914,Cradily,Dedenne,Dedenne
20915,Exeggcute,Lopunny,Lopunny
20916,Grovyle,Axew,Grovyle
20917,Bellsprout,Azelf,Azelf
20918,Murkrow,Emolga,Emolga
20919,Swirlix,Stunfisk,Swirlix
20920,Huntail,Meditite,Meditite
20921,Tirtouga,Ducklett,Tirtouga
20922,Cacnea,Grumpig,Grumpig
20923,Noibat,Lilligant,Lilligant
20924,Magmortar,Stunky,Magmortar
20925,Venusaur,Sneasel,Sneasel
20926,Porygon2,Dedenne,Dedenne
20927,Rayquaza,Abra,Rayquaza
20928,Mothim,Ponyta,Ponyta
20929,Corsola,Riolu,Riolu
20930,Stantler,Tyrogue,Stantler
20931,Starmie,Heliolisk,Starmie
20932,Starly,Bagon,Starly
20933,Ledian,Swablu,Ledian
20934,Poliwhirl,Gabite,Poliwhirl
20935,Baltoy,Castform,Castform
20936,Donphan,Glameow,Glameow
20937,Trubbish,Spearow,Spearow
20938,Croconaw,Liepard,Liepard
20939,Sharpedo,Hoppip,Sharpedo
20940,Klink,Vileplume,Vileplume
20941,Meloetta,Relicanth,Meloetta
20942,Drilbur,Parasect,Drilbur
20943,Pineco,Sandile,Sandile
20944,Swablu,Cubchoo,Swablu
20945,Serperior,Skitty,Serperior
20946,Minun,Lanturn,Minun
20947,Teddiursa,Espurr,Espurr
20948,Skitty,Bellsprout,Skitty
20949,Clauncher,Chatot,Chatot
20950,Chandelure,Elgyem,Chandelure
20951,Spritzee,Mudkip,Mudkip
20952,Lanturn,Yanma,Yanma
20953,Carnivine,Ledyba,Ledyba
20954,Timburr,Pidove,Pidove
20955,Mandibuzz,Raichu,Raichu
20956,Oshawott,Sableye,Sableye
20957,Claydol,Dusclops,Claydol
20958,Gyarados,Camerupt,Gyarados
20959,Alakazam,Klefki,Alakazam
20960,Bunnelby,Luvdisc,Luvdisc
20961,Garchomp,Steelix,Garchomp
20962,Vanillish,Burmy,Vanillish
20963,Houndoom,Lickitung,Houndoom
20964,Bellossom,Gallade,Gallade
20965,Gulpin,Chikorita,Chikorita
20966,Scatterbug,Eelektrik,Eelektrik
20967,Chimchar,Luvdisc,Luvdisc
20968,Shaymin,Sandile,Shaymin
20969,Typhlosion,Cacturne,Typhlosion
20970,Tepig,Sigilyph,Sigilyph
20971,Trevenant,Shedinja,Trevenant
20972,Dunsparce,Exploud,Exploud
20973,Corsola,Heliolisk,Heliolisk
20974,Koffing,Dewott,Dewott
20975,Spoink,Sylveon,Sylveon
20976,Clauncher,Eelektross,Eelektross
20977,Farfetch'd,Wailord,Wailord
20978,Magmortar,Samurott,Magmortar
20979,Azelf,Spearow,Azelf
20980,Nosepass,Rayquaza,Rayquaza
20981,Taillow,Zigzagoon,Taillow
20982,Manectric,Excadrill,Excadrill
20983,Yamask,Monferno,Monferno
20984,Wingull,Walrein,Wingull
20985,Terrakion,Golem,Terrakion
20986,Spewpa,Mesprit,Mesprit
20987,Mantine,Ludicolo,Ludicolo
20988,Whimsicott,Wingull,Whimsicott
20989,Leafeon,Ferroseed,Leafeon
20990,Budew,Clauncher,Budew
20991,Grumpig,Panpour,Grumpig
20992,Wynaut,Archen,Archen
20993,Druddigon,Poliwrath,Poliwrath
20994,Machamp,Hoothoot,Machamp
20995,Swampert,Larvitar,Swampert
20996,Spiritomb,Ninjask,Ninjask
20997,Tympole,Virizion,Virizion
20998,Lapras,Prinplup,Lapras
20999,Mienshao,Bastiodon,Mienshao
21000,Krabby,Dunsparce,Krabby
21001,Pignite,Breloom,Breloom
21002,Sneasel,Rufflet,Sneasel
21003,Spheal,Heatran,Heatran
21004,Sandslash,Emboar,Emboar
21005,Tirtouga,Shaymin,Shaymin
21006,Buneary,Geodude,Buneary
21007,Fletchinder,Espurr,Fletchinder
21008,Vibrava,Stunfisk,Vibrava
21009,Snivy,Seadra,Seadra
21010,Pidgeotto,Cinccino,Cinccino
21011,Tangrowth,Zweilous,Zweilous
21012,Krabby,Vulpix,Vulpix
21013,Spearow,Wormadam,Spearow
21014,Arcanine,Jirachi,Jirachi
21015,Metapod,Elgyem,Elgyem
21016,Raticate,Beldum,Raticate
21017,Skiploom,Floette,Skiploom
21018,Deino,Sudowoodo,Deino
21019,Skrelp,Skitty,Skitty
21020,Malamar,Combusken,Malamar
21021,Chatot,Murkrow,Murkrow
21022,Serperior,Florges,Serperior
21023,Nidorina,Meganium,Meganium
21024,Venusaur,Marshtomp,Venusaur
21025,Togepi,Leafeon,Leafeon
21026,Nidorino,Excadrill,Excadrill
21027,Cobalion,Volcanion,Cobalion
21028,Empoleon,Venomoth,Venomoth
21029,Dedenne,Vigoroth,Dedenne
21030,Hoopa,Mamoswine,Mamoswine
21031,Wynaut,Heatran,Heatran
21032,Ekans,Baltoy,Baltoy
21033,Numel,Mandibuzz,Mandibuzz
21034,Dratini,Greninja,Greninja
21035,Malamar,Minun,Minun
21036,Frogadier,Ledian,Frogadier
21037,Poliwhirl,Dugtrio,Dugtrio
21038,Galvantula,Mandibuzz,Galvantula
21039,Pansage,Moltres,Moltres
21040,Dusclops,Mew,Mew
21041,Honedge,Escavalier,Honedge
21042,Cinccino,Regigigas,Cinccino
21043,Mew,Staryu,Mew
21044,Spearow,Leavanny,Leavanny
21045,Giratina,Lileep,Giratina
21046,Seedot,Probopass,Probopass
21047,Nincada,Mr. Mime,Mr. Mime
21048,Escavalier,NidoranM,Escavalier
21049,Miltank,Helioptile,Miltank
21050,Blaziken,Furfrou,Furfrou
21051,Phanpy,Magnemite,Magnemite
21052,Sliggoo,Tyrantrum,Tyrantrum
21053,Magnemite,Rattata,Rattata
21054,Mime Jr.,Ferroseed,Ferroseed
21055,Sealeo,Vileplume,Vileplume
21056,Ferrothorn,Noctowl,Ferrothorn
21057,Kabuto,Frillish,Kabuto
21058,Rotom,Bronzor,Rotom
21059,Mareep,Simisear,Simisear
21060,Meditite,Heatran,Heatran
21061,Sewaddle,Gardevoir,Gardevoir
21062,Mesprit,Carbink,Mesprit
21063,Mismagius,Squirtle,Mismagius
21064,Cascoon,Archeops,Archeops
21065,Luxio,Aron,Luxio
21066,Chansey,Bronzong,Bronzong
21067,Spinarak,Victini,Victini
21068,Tentacruel,Swinub,Tentacruel
21069,Regirock,Chikorita,Regirock
21070,Minccino,Swadloon,Minccino
21071,Seadra,Poochyena,Seadra
21072,Flaaffy,Palkia,Palkia
21073,Simipour,Wailord,Simipour
21074,Dusclops,Swellow,Swellow
21075,Virizion,Musharna,Virizion
21076,Aegislash,Altaria,Altaria
21077,Sylveon,Vivillon,Vivillon
21078,Slurpuff,Fennekin,Slurpuff
21079,Arcanine,Octillery,Arcanine
21080,Uxie,Skorupi,Uxie
21081,Yanmega,Kangaskhan,Yanmega
21082,Fletchinder,Empoleon,Fletchinder
21083,Cinccino,Corsola,Cinccino
21084,Banette,Raticate,Raticate
21085,Swellow,Pancham,Swellow
21086,Fraxure,Swoobat,Swoobat
21087,Greninja,Klink,Greninja
21088,Ledyba,Manaphy,Manaphy
21089,Graveler,Golem,Golem
21090,Spinda,Sylveon,Sylveon
21091,Koffing,Scrafty,Scrafty
21092,Whimsicott,Pidgeotto,Whimsicott
21093,Corphish,Miltank,Miltank
21094,Medicham,Kakuna,Medicham
21095,Gliscor,Braixen,Gliscor
21096,Skitty,Aipom,Aipom
21097,Donphan,Gliscor,Gliscor
21098,Riolu,Shuckle,Riolu
21099,Wartortle,Breloom,Breloom
21100,Whimsicott,Anorith,Whimsicott
21101,Typhlosion,Houndour,Typhlosion
21102,Dunsparce,Nidorino,Nidorino
21103,Frillish,Azelf,Azelf
21104,Mew,Phione,Mew
21105,Pansear,Carbink,Pansear
21106,Persian,Rhyhorn,Rhyhorn
21107,Jolteon,Vigoroth,Jolteon
21108,Yamask,Vanillish,Vanillish
21109,Cinccino,Hoopa,Hoopa
21110,Donphan,Vanillish,Vanillish
21111,Raticate,Pachirisu,Raticate
21112,Cottonee,Durant,Durant
21113,Relicanth,Gorebyss,Relicanth
21114,Excadrill,Serperior,Serperior
21115,Togepi,Nidorina,Nidorina
21116,Gogoat,Palkia,Palkia
21117,Natu,Delibird,Delibird
21118,Castform,Spinarak,Castform
21119,Grimer,Nidorino,Nidorino
21120,Swinub,Rhydon,Swinub
21121,Flygon,Gastly,Flygon
21122,Claydol,Chesnaught,Claydol
21123,Hypno,Zubat,Hypno
21124,Onix,Grotle,Grotle
21125,Gallade,Virizion,Virizion
21126,Milotic,Cacnea,Milotic
21127,Skiddo,Porygon2,Porygon2
21128,Audino,Vanillite,Audino
21129,Pidgeot,Lillipup,Pidgeot
21130,Lickilicky,Scolipede,Scolipede
21131,Vivillon,Murkrow,Murkrow
21132,Audino,Quilladin,Quilladin
21133,Zigzagoon,Fletchinder,Fletchinder
21134,Tyrunt,Sylveon,Sylveon
21135,Slakoth,Arbok,Arbok
21136,Clawitzer,Electrike,Electrike
21137,Wailord,Gourgeist,Gourgeist
21138,Steelix,Altaria,Altaria
21139,Qwilfish,Milotic,Qwilfish
21140,Deerling,Zorua,Deerling
21141,Palkia,Miltank,Miltank
21142,Magby,Axew,Magby
21143,Eevee,Tirtouga,Eevee
21144,Dodrio,Frillish,Dodrio
21145,Snorlax,Buneary,Snorlax
21146,Shaymin,Mr. Mime,Shaymin
21147,Magby,Seismitoad,Magby
21148,Tympole,Mienfoo,Mienfoo
21149,Cherubi,Lairon,Lairon
21150,Ferroseed,Fraxure,Fraxure
21151,Shedinja,Meganium,Meganium
21152,Garbodor,Aipom,Aipom
21153,Shuckle,Munchlax,Munchlax
21154,Goomy,Ho-oh,Ho-oh
21155,Surskit,Throh,Surskit
21156,Combee,Seismitoad,Combee
21157,Fraxure,Ralts,Fraxure
21158,Geodude,Registeel,Registeel
21159,Swalot,Kingdra,Kingdra
21160,Galvantula,Bouffalant,Galvantula
21161,Wormadam,Slurpuff,Slurpuff
21162,Pidgeot,Mareep,Pidgeot
21163,Audino,Mime Jr.,Mime Jr.
21164,Arceus,Sceptile,Sceptile
21165,Regice,Lapras,Lapras
21166,Swinub,Electrike,Electrike
21167,Illumise,Sylveon,Illumise
21168,Drowzee,Dusknoir,Dusknoir
21169,Florges,Chimchar,Florges
21170,Snivy,Mawile,Snivy
21171,Lilligant,Zebstrika,Zebstrika
21172,Timburr,Tyrunt,Tyrunt
21173,Spheal,Tentacruel,Tentacruel
21174,Snubbull,Snover,Snover
21175,Shieldon,Haunter,Shieldon
21176,Kabuto,Wobbuffet,Kabuto
21177,Combee,Girafarig,Girafarig
21178,Deoxys,Stoutland,Deoxys
21179,Delcatty,Bellossom,Delcatty
21180,Froakie,Oshawott,Froakie
21181,Yamask,Furfrou,Furfrou
21182,Gothorita,Giratina,Giratina
21183,Clawitzer,Aipom,Aipom
21184,Fearow,Hippowdon,Fearow
21185,Unfezant,Phione,Unfezant
21186,Fletchling,Aromatisse,Fletchling
21187,Slugma,Elekid,Elekid
21188,Bibarel,Meowstic,Meowstic
21189,Medicham,Corsola,Medicham
21190,Camerupt,Dratini,Dratini
21191,Beedrill,Jigglypuff,Beedrill
21192,Celebi,Bergmite,Celebi
21193,Lopunny,Loudred,Lopunny
21194,Dusknoir,Walrein,Walrein
21195,Pawniard,Stunfisk,Pawniard
21196,Crawdaunt,Cresselia,Cresselia
21197,Gligar,Feebas,Gligar
21198,Bisharp,Tangrowth,Bisharp
21199,Quilladin,Raikou,Raikou
21200,Larvesta,Hydreigon,Hydreigon
21201,Kingler,Voltorb,Voltorb
21202,Rhyperior,Empoleon,Empoleon
21203,Heliolisk,Tangrowth,Tangrowth
21204,NidoranM,Magikarp,NidoranM
21205,Muk,Probopass,Muk
21206,Stantler,Meditite,Stantler
21207,Blaziken,Dragalge,Blaziken
21208,Mienfoo,Emolga,Emolga
21209,Ledyba,Murkrow,Murkrow
21210,Swampert,Staraptor,Staraptor
21211,Skitty,Tropius,Tropius
21212,Roggenrola,Emolga,Emolga
21213,Igglybuff,Bisharp,Bisharp
21214,Xatu,Chingling,Xatu
21215,Conkeldurr,Audino,Audino
21216,Solosis,Honedge,Honedge
21217,Cryogonal,Gorebyss,Cryogonal
21218,Yanma,Grovyle,Grovyle
21219,Weezing,Pachirisu,Pachirisu
21220,Crobat,Accelgor,Accelgor
21221,Zangoose,Grovyle,Grovyle
21222,Probopass,Drifloon,Drifloon
21223,Crobat,Hippowdon,Hippowdon
21224,Exploud,Corsola,Exploud
21225,Floette,Exeggcute,Floette
21226,Qwilfish,Breloom,Qwilfish
21227,Snorunt,Pichu,Pichu
21228,Silcoon,Reshiram,Reshiram
21229,Slakoth,Swellow,Swellow
21230,Togetic,Beedrill,Beedrill
21231,Primeape,Vullaby,Primeape
21232,Meowth,Ducklett,Meowth
21233,Shiftry,Shelgon,Shiftry
21234,Trubbish,Doduo,Doduo
21235,Poliwhirl,Genesect,Genesect
21236,Meganium,Victini,Victini
21237,Quilladin,Cradily,Quilladin
21238,Luvdisc,Gabite,Luvdisc
21239,Tirtouga,Lampent,Tirtouga
21240,Phanpy,Fearow,Fearow
21241,Carnivine,Seviper,Seviper
21242,Piplup,Sewaddle,Sewaddle
21243,Landorus,Pumpkaboo,Landorus
21244,Duosion,Kingler,Kingler
21245,Tropius,Uxie,Uxie
21246,Elgyem,Seel,Seel
21247,Eelektrik,Smeargle,Eelektrik
21248,Druddigon,Typhlosion,Typhlosion
21249,Weedle,Exeggutor,Exeggutor
21250,Diggersby,Rayquaza,Rayquaza
21251,Florges,Klang,Florges
21252,Donphan,Emolga,Donphan
21253,Emboar,Beedrill,Beedrill
21254,Machoke,Paras,Machoke
21255,Bastiodon,Piloswine,Piloswine
21256,Regirock,Bellossom,Bellossom
21257,Camerupt,Shieldon,Camerupt
21258,Chandelure,NidoranM,Chandelure
21259,Dustox,Magmar,Magmar
21260,Lickitung,Squirtle,Squirtle
21261,Latias,Bronzong,Bronzong
21262,Slaking,Absol,Slaking
21263,Abomasnow,Poliwrath,Poliwrath
21264,Wailmer,Audino,Wailmer
21265,Lillipup,Wurmple,Lillipup
21266,Raticate,Vespiquen,Raticate
21267,Dugtrio,Tentacool,Dugtrio
21268,Cobalion,Lunatone,Cobalion
21269,Growlithe,Skrelp,Growlithe
21270,Pansear,Roserade,Roserade
21271,Poliwhirl,Karrablast,Poliwhirl
21272,Burmy,Zapdos,Zapdos
21273,Dodrio,Clefairy,Dodrio
21274,Kingler,Squirtle,Kingler
21275,Seviper,Frillish,Frillish
21276,Aegislash,Primeape,Primeape
21277,Vanillish,Ludicolo,Ludicolo
21278,Mightyena,Baltoy,Mightyena
21279,Simisage,Quagsire,Simisage
21280,Chesnaught,Scrafty,Chesnaught
21281,Gurdurr,Ampharos,Ampharos
21282,Carracosta,Swablu,Carracosta
21283,Rattata,Lumineon,Lumineon
21284,Camerupt,Combusken,Combusken
21285,Gabite,Pelipper,Pelipper
21286,Klefki,Lumineon,Lumineon
21287,Hypno,Pineco,Hypno
21288,Graveler,Porygon-Z,Porygon-Z
21289,Bastiodon,Amaura,Amaura
21290,Snorunt,Elgyem,Snorunt
21291,Staravia,Bellossom,Staravia
21292,Sealeo,Galvantula,Galvantula
21293,Swellow,Swanna,Swellow
21294,Muk,Grimer,Muk
21295,Duskull,Seismitoad,Seismitoad
21296,Tepig,Fearow,Fearow
21297,Munchlax,Kadabra,Munchlax
21298,Noivern,Palkia,Noivern
21299,Bulbasaur,Girafarig,Girafarig
21300,Onix,Mienshao,Mienshao
21301,Pineco,Kakuna,Pineco
21302,Greninja,Mareep,Greninja
21303,Clamperl,Rufflet,Rufflet
21304,Spewpa,Clefable,Clefable
21305,Porygon2,Garchomp,Garchomp
21306,Emboar,Magmortar,Magmortar
21307,Vivillon,Mr. Mime,Mr. Mime
21308,Meditite,Zekrom,Zekrom
21309,Crawdaunt,Swanna,Swanna
21310,Armaldo,Wynaut,Armaldo
21311,Beartic,Diglett,Beartic
21312,Fletchling,Milotic,Milotic
21313,Miltank,Chansey,Miltank
21314,Mareep,Lickitung,Mareep
21315,Linoone,Hawlucha,Hawlucha
21316,Weezing,Cresselia,Cresselia
21317,Liepard,Beautifly,Liepard
21318,Elgyem,Blaziken,Blaziken
21319,Rhyhorn,Tympole,Tympole
21320,Teddiursa,Pawniard,Pawniard
21321,Shaymin,Cascoon,Shaymin
21322,Diancie,Totodile,Diancie
21323,Muk,Sentret,Muk
21324,Steelix,Anorith,Anorith
21325,Feraligatr,Corsola,Feraligatr
21326,Arcanine,Roserade,Arcanine
21327,Corsola,Electrike,Electrike
21328,Clefairy,Treecko,Treecko
21329,Whismur,Girafarig,Girafarig
21330,Genesect,Fletchling,Genesect
21331,Diggersby,Doduo,Doduo
21332,Castform,Dragalge,Castform
21333,Fletchinder,Lampent,Fletchinder
21334,Pineco,Gible,Gible
21335,Froslass,Probopass,Froslass
21336,Charmeleon,Gabite,Gabite
21337,Grotle,Snorlax,Grotle
21338,Doublade,Eevee,Eevee
21339,Pachirisu,Excadrill,Excadrill
21340,Zygarde,Porygon,Zygarde
21341,Electivire,Caterpie,Electivire
21342,Axew,Goldeen,Goldeen
21343,Oddish,Yanma,Yanma
21344,Gengar,Sawsbuck,Sawsbuck
21345,Bellossom,Lucario,Lucario
21346,Lickitung,Wingull,Lickitung
21347,Floette,Gible,Floette
21348,Finneon,Burmy,Finneon
21349,Froslass,Poliwhirl,Poliwhirl
21350,Gulpin,Natu,Natu
21351,Lucario,Doublade,Lucario
21352,Darmanitan,Galvantula,Galvantula
21353,Volcarona,Golbat,Volcarona
21354,Graveler,Butterfree,Butterfree
21355,Zoroark,Luvdisc,Zoroark
21356,Throh,Infernape,Infernape
21357,Drowzee,Meganium,Meganium
21358,Charmeleon,Yanma,Yanma
21359,Noibat,Timburr,Noibat
21360,Sableye,Furret,Furret
21361,Bellsprout,Cryogonal,Cryogonal
21362,Heliolisk,Feebas,Heliolisk
21363,Camerupt,Durant,Camerupt
21364,Butterfree,Mismagius,Mismagius
21365,Mismagius,Larvitar,Mismagius
21366,Solosis,Poliwrath,Poliwrath
21367,Genesect,Litleo,Genesect
21368,Mr. Mime,Houndour,Houndour
21369,Mewtwo,Rhyhorn,Mewtwo
21370,Tyrunt,Magnezone,Magnezone
21371,Golem,Cacnea,Golem
21372,Petilil,Alomomola,Alomomola
21373,Rhyhorn,Tynamo,Rhyhorn
21374,Stunfisk,Kyogre,Kyogre
21375,Articuno,Cloyster,Articuno
